,Name,City,State,Zip,Type Detailed*,Current Guaranteed Minimum,Average Daily Population,current_as_of
852,GREER HOLD ROOM,GREER,SC,29650,HOLD,,0,2021-01-07
853,GREGG COUNTY JAIL,LONGVIEW,TX,75601,USMS IGA,,0,2021-01-07
854,GRIMES COUNTY SHERIFFS DEPARTMENT,ANDERSON,TX,77830,IGSA,,0,2021-01-07
855,GUADALUPE CITY JAIL,SEGUIN,TX,78155,IGSA,,0,2021-01-07
856,GUADALUPE COUNTY JUVENILE DETENTION FACILITY,SEGUIN,TX,78155,ORR,,0,2021-01-07
857,GUAYNABO MDC (SAN JUAN),SAN JUAN,PR,939,BOP,,6,2025-06-23
858,GULF COAST JEWISH & FAMILY COM SVC,CLEARWATER,FL,33760,ORR,,0,2021-01-07
859,GUNNISON COUNTY JAIL,GUNNISON,CO,81230,IGSA,,0,2021-01-07
860,GWEN MIKAEL VILLAGE SHELTER,TUCSON,AZ,85719,ORR,,4,2021-01-07
861,GWINNETT COUNTY JAIL,LAWRENCEVILLE,GA,30043,IGSA,,0,2021-01-07
862,Geauga County Jail,Chardon,OH,44024,USMS IGA,,51,2024-04-15
863,Golden State Annex,Mcfarland,CA,93250,CDF,560,284,2024-04-15
864,Goose Creek Correctional,Wasilla,AK,99654,Other,,0,2023-12-26
865,Grand Forks County Correctional Facility,Grand Forks,ND,58206,USMS IGA,,1,2023-12-11
866,Grayson County Jail,Leitchfield,KY,42754,USMS IGA,,1,2024-04-15
867,Greentree Inn Houston Iah,Houston,TX,77032,Other,,0,2023-11-27
868,Guaynabo MDC (San Juan),San Juan,PR,939,BOP,,6,2024-04-15
869,Guaynabo Mdc (San Juan),San Juan,PR,939,BOP,,6,2024-02-20
870,Guaynabo Mdc (san Juan),San Juan,PR,939,BOP,,6,2024-02-05
871,HAHNEMANN HOPSITAL,PHILADELPHIA,PA,19107,HOSPITAL,,0,2021-01-07
872,HALL COUNTY DEPARTMENT OF CORRECTIONS,GRAND ISLAND,NE,68801,IGSA,,16,2025-11-10
873,HALL COUNTY JAIL,GAINESVILLE,GA,30507,USMS IGA,,0,2021-01-07
874,HAMILTON COUNTY,CHATTANOOGA,TN,37404,IGSA,,0,2021-01-07
875,HAMILTON COUNTY JAIL,SYRACUSE,KS,67878,IGSA,,0,2021-01-07
876,HAMPDEN COUNTY,LUDLOW,MA,1056,IGSA,,0,2021-01-07
877,HAMPTON INN & STES ELP AP,EL PASO,TX,79925,Other,,0,2021-01-07
878,HAMPTON INN & STES MCALLEN,MCALLEN,TX,78501,Other,,0,2021-01-07
879,HAMPTON INN PHO AIRPORT N,PHOENIX,AZ,85008,Other,,0,2021-01-07
880,HAMPTON ROADS REGIONAL JAIL,PORTSMOUTH,VA,23701,USMS IGA,,0,2021-01-07
881,HANCOCK CO PUB SFTY CPLX,BAY ST. LOUIS,MS,39520,IGSA,,6,2023-11-13
882,HANCOCK COUNTY JAIL,BAY ST. LOUIS,MS,39520,IGSA,,0,2021-01-07
883,HANCOCK COUNTY JAIL,ELLSWORTH,ME,4605,IGSA,,0,2021-01-07
884,HANCOCK COUNTY PUBLIC SAFETY COMPLEX,BAY ST. LOUIS,MS,39520,IGSA,,29,2025-11-10
885,HARDIN COUNTY JAIL,ELDORA,IA,50627,USMS IGA,,37,2025-11-10
886,HARLAN COUNTY JAIL,ALMA,NE,68920,IGSA,,0,2021-01-07
887,HARLINGEN HOLD ROOM,HARLINGEN,TX,78550,HOLD,,0,2021-01-07
888,HARLINGEN MEDICAL CENTER,HARLINGEN,TX,78550,HOSPITAL,,0,2021-01-07
889,HARLINGEN STAGING FACILITY,HARLINGEN,TX,78550,STAGING,,0,2021-01-07
890,HARPER COUNTY JAIL,ANTHONY,KS,67003,IGSA,,0,2021-01-07
891,HARRIS COUNTY JAIL,HAMILTON,GA,31811,IGSA,,0,2021-01-07
892,HARRIS COUNTY PSYCHIATRIC CENTER,HOUSTON,TX,77021,HOSPITAL,,1,2021-01-07
893,HARRISONBURG HOLD ROOM,HARRISONBURG,VA,22801,HOLD,,0,2021-01-07
894,HARTFORD CORRECTIONAL CENTER,HARTFORD,CT,6120,IGSA,,0,2021-01-07
895,HARTFORD OFFICE,HARTFORD,CT,6103,HOLD,,0,2021-01-07
896,HASKELL MEMORIAL HOSPITAL,HASKELL,TX,79521,Other,,0,2021-01-07
897,HASTINGS DETENTION CENTER,HASTINGS,NE,68901,IGSA,,0,2021-01-07
898,HAWTHORN STES EL PASO AIRP,EL PASO,TX,79925,Other,,0,2021-10-01
899,HAYS COUNTY JAIL,SAN MARCOS,TX,78666,IGSA,,0,2021-01-07
900,HAYS COUNTY JUVENILE CENTER,SAN MARCOS,TX,78666,JUVENILE,,0,2021-01-07
901,HEARTLAND INT CHILD CENTER-BEVERLY,CHICAGO,IL,60640,ORR,,1,2021-01-07
902,HEARTLAND INTERNATIONAL YOUTH CENTER,CHICAGO,IL,60626,ORR,,0,2021-01-07
903,HEARTLAND INTERNATIONAL YOUTH CTR,CHICAGO,IL,60626,ORR,,0,2021-01-07
904,HEARTLAND INTNL CHILDREN'S RC,CHICAGO,IL,60653,ORR,,3,2021-01-07
905,HELENA DISTRICT CUSTODY,HELENA,MT,59601,HOLD,,0,2021-01-07
906,HENDERSON COUNTY DETENTION FACILITY,HENDERSONVILLE,NC,28792,IGSA,,0,2021-01-07
907,HENDERSON COUNTY JAIL,ATHENS,TX,75751,IGSA,,0,2022-02-22
908,HENDERSON DETENTION,HENDERSON,NV,89015,USMS IGA,,93,2025-11-10
909,HENDERSON DETENTION CENTER,HENDERSON,NV,89015,USMS IGA,,69,2023-09-30
910,HENDERSONVILLE HOLD ROOM,HENDERSONVILLE,NC,28792,HOLD,,0,2021-01-07
911,HENDRICK MEDICAL CENTER,ABILENE,TX,79601,HOSPITAL,,0,2021-01-07
912,HENDRY COUNTY JAIL,LABELLE,FL,33935,IGSA,,0,2021-01-07
913,HENDRY REGIONAL MEDICAL CENTER,CLEWISTON,FL,33440,HOSPITAL,,0,2021-01-07
914,HENNEPIN COUNTY ADULT DETENTION CENTER,MINNEAPOLIS,MN,55415,IGSA,,0,2021-01-07
915,HENRICO COUNTY JAIL,RICHMOND,VA,23261,IGSA,,0,2021-01-07
916,HENRY COUNTY SHERIFF,MCDONOUGH,GA,30253,IGSA,,0,2021-01-07
917,HERKIMER COUNTY JAIL,HERKIMER,NY,13350,IGSA,,0,2021-01-07
918,HERMAN G. STARKS YTS,CHINO,CA,91710,IGSA,,0,2021-01-07
919,HERNANDO COUNTY JAIL,BROOKSVILLE,FL,34604,IGSA,,0,2021-01-07
920,HIDALGO COUNTY DETENTION FACILITY,LORDSBURG,NM,88045,IGSA,,0,2021-01-07
921,HIDALGO COUNTY JAIL,EDINBURG,TX,78539,IGSA,,0,2021-01-07
922,HILAND MOUNTAIN CORRECTIONAL CENTER,EAGLE RIVER,AK,99577,USMS IGA,,0,2021-04-14
923,HILL COUNTY DETENTION CENTER,HAVRE,MT,59501,USMS IGA,,0,2021-01-07
924,HILLSBOROUGH COUNTY JAIL,MANCHESTER,NH,3103,IGSA,,0,2021-01-07
925,HILLSBOROUGH COUNTY JAIL,TAMPA,FL,33619,IGSA,,4,2025-11-10
926,HIS HOUSE CHILDRENS HOME,OPA LOCKA,FL,33055,ORR,,15,2021-01-07
927,HOCKLEY COUNTY JAIL,LEVELLAND,TX,79336,IGSA,,0,2021-01-07
928,HOLIDAY INN,JAMAICA,NY,11436,Other,,0,2021-01-07
929,HOLIDAY INN & STE PHO AP,PHOENIX,AZ,85040,Other,,0,2021-11-30
930,HOLIDAY INN EXP PHOENIX,PHOENIX,AZ,85034,Other,,0,2021-01-07
931,HOLIDAY INN EXP SAN ANTONIO,SAN ANTONIO,TX,78220,Other,,0,2021-01-07
932,HOLIDAY INN EXP SNA AP,SAN ANTONIO,TX,78216,Other,,0,2021-01-07
933,HOLIDAY INN EXPR & STES PHO/CHNDLR,PHOENIX,AZ,85044,Other,,8,2021-10-01
934,HOLIDAY INN EXPRESS & SUITES,PEARSALL,TX,78061,Other,,1,2021-10-01
935,HOLIDAY INN EXPRESS & SUITES EL PASO,EL PASO,TX,79938,Other,,0,2021-04-14
936,HOLIDAY INN EXPRESS & SUITES PHOENIX DOWNTOWN - BA,PHOENIX,AZ,85004,Other,,0,2021-01-07
937,HOLIDAY INN EXPRESS-CASA DE LA LUZ,PHOENIX,AZ,85044,FAMILY STAGING,,75,2021-11-30
938,HOLLMAN AIR FORCE BASE,HOLLMAN AFB,NM,88330,ORR,,0,2021-01-07
939,HOLY CROSS HOSPITAL,CHICAGO,IL,60629,HOSPITAL,,0,2021-01-07
940,HOLY FAMILY INSTITUTE,PITTSBURGH,PA,15202,ORR,,10,2021-01-07
941,HOMESTEAD JOB CORPS FACILITY (DOL),HOMESTEAD,FL,33033,ORR,,0,2021-01-07
942,HONOLULU FEDERAL DETENTION CENTER,HONOLULU,HI,96819,BOP,,73,2025-11-10
943,HOPEBRIDGE HOSPITAL,HOUSTON,TX,77035,HOSPITAL,,0,2021-01-07
944,HOPKINS COUNTY JAIL,MADISONVILLE,KY,42431,USMS IGA,,161,2025-11-10
945,HOSANA GIRLS RANCH,CASTRO VALLEY,CA,94552,JUVENILE,,0,2021-01-07
946,HOSANNA HOMES FOR BOYS,CASTRO VALLEY,CA,94552,JUVENILE,,0,2021-01-07
947,HOSPITAL PAVIA-SANTURCE,SAN JUAN,PR,909,HOSPITAL,,0,2021-01-07
948,HOT SPRINGS COUNTY JAIL,THERMOPOLIS,WY,82443,IGSA,,0,2021-01-07
949,HOTEL PHARR PLAZA,PHARR,TX,78577,Other,,0,2021-01-07
950,HOUSTON CONTRACT DETENTION FACILITY,HOUSTON,TX,77032,CDF,750,867,2025-11-10
951,HOUSTON FIELD OFFICE HOLD ROOM,HOUSTON,TX,77032,HOLD,,0,2021-01-07
952,HOWARD COUNTY DETENTION CENTER,JESSUP,MD,20794,IGSA,,12,2021-10-01
953,HUDSON COUNTY CORRECTIONAL CENTER,KEARNY,NJ,7032,IGSA,,3,2022-03-14
954,HUDSPETH COUNTY JAIL,SIERRA BLANCA,TX,79851,IGSA,,0,2021-01-07
955,HUERFANO COUNTY JAIL,WALSENBERG,CO,81089,IGSA,,0,2021-01-07
956,HUGHES COUNTY,PIERRE,SD,57501,IGSA,,0,2021-01-07
957,HUMBOLDT COUNTY JAIL,HUMBOLDT,IA,50548,IGSA,,0,2021-01-07
958,HUNTSVILLE STATE PENITENTIARY,HUNTSVILLE,TX,77340,IGSA,,0,2021-01-07
959,Hall County Department Of Corrections,Grand Island,NE,68801,IGSA,,8,2023-11-27
960,Hancock Co Pub SFTY CPLX,Bay St. Louis,MS,39520,IGSA,,10,2024-02-20
961,Hancock Co Pub Sfty Cplx,Bay St. Louis,MS,39520,IGSA,,10,2024-02-05
962,Hancock County Public Safety Complex,Bay St. Louis,MS,39520,IGSA,,9,2024-04-15
963,Henderson Detention,Henderson,NV,89015,USMS IGA,,69,2024-04-15
964,Honolulu Federal Detention Center,Honolulu,HI,96819,BOP,,18,2024-04-15
965,Houston Contract Detention Facility,Houston,TX,77032,CDF,750,791,2024-04-15
966,IAH SECURE ADULT DETENTION FACILITY (POLK),LIVINGSTON,TX,77351,DIGSA,350,849,2025-11-10
967,IAH Secure Adult Detention Facility (Polk),Livingston,TX,77351,DIGSA,350,714,2024-04-15
968,IBERIA PARISH JAIL,NEW IBERIA,LA,70560,IGSA,,0,2021-01-07
969,ICA - FARMVILLE,FARMVILLE,VA,23901,DIGSA,459,220,2024-08-05
970,ICA - Farmville,Farmville,VA,23901,DIGSA,500,186,2024-03-18
971,ICE EL PASO HOLD ROOM,EL PASO,TX,79936,HOLD,,0,2021-01-07
972,IDAHO FALLS HOLD ROOM,IDAHO FALLS,ID,83401,HOLD,,0,2021-01-07
973,IES SHELTER,LOS FRESNOS,TX,78566,ORR,,0,2021-01-07
974,IMMIGRATION CENTERS OF AMERICA FARMVILLE,FARMVILLE,VA,23901,DIGSA,500,79,2023-09-18
975,IMPERIAL COUNTY JAIL,EL CENTRO,CA,92243,IGSA,,0,2021-01-07
976,IMPERIAL REGIONAL DETENTION FACILITY,CALEXICO,CA,92231,CDF,640,639,2025-11-10
977,INDIANAPOLIS HOLD ROOM,INDIANAPOLIS,IN,46206,HOLD,,0,2021-01-07
978,INS AIRPORT HOLD,CHICAGO,IL,60666,HOLD,,0,2021-01-07
979,INS DISTRICT OFFICE,HONOLULU,HI,96813,HOLD,,0,2021-01-07
980,"INS/WACKENHUT CON/FAC, NY",JAMAICA,NY,11413,Other,,0,2021-01-07
981,INTERNATIONAL CHRISTIAN ADOPTIONS,TEMECULA,CA,92590,ORR,,0,2021-01-07
982,INTERNATIONAL EDU SVC-DRISCOLL,DRISCOLL,TX,78351,ORR,,0,2021-01-07
983,INTERNATIONAL EDU SVC-HIDALGO,BROWNSVILLE,TX,78521,ORR,,0,2021-01-07
984,INTERNATIONAL EDU SVC-NORMA LINDA,SAN BENITO,TX,78586,ORR,,1,2021-01-07
985,INTERNATIONAL EDU SVCS- SAN BENITO,SAN BENITO,TX,78586,ORR,,0,2021-01-07
986,INTERNATIONAL EDU SVCS-SUNSHINE,HARLINGEN,TX,78596,ORR,,0,2021-01-07
987,INTERNATIONAL EDU SVCS-WESTLACO,WESTLACO,TX,78596,ORR,,0,2021-01-07
988,INTERNATIONAL EDUCATION SERVICES,BROWNSVILLE,TX,78526,ORR,,0,2021-01-07
989,INTERNATIONAL EDUCATION SERVICES,HARLINGEN,TX,78552,ORR,,0,2021-01-07
990,INTL CHRIST ADOPT LTFC,CITRUS HEIGHTS,CA,95610,ORR,,11,2021-01-07
991,INWOOD HOUSE,NEW YORK,NY,10025,ORR,,0,2021-01-07
992,IONIA COUNTY,IONIA,MI,48846,IGSA,,0,2021-01-07
993,IRWIN COUNTY DETENTION CENTER,OCILLA,GA,31772,USMS IGA,,67,2025-11-10
994,ISABELLA COUNTY JAIL,MOUNT PLEASANT,MI,48858,IGSA,,0,2021-01-07
995,Iah Secure Adult Detention Facility (Polk),Livingston,TX,77351,DIGSA,350,758,2024-01-12
996,Iah Secure Adult Detention Facility (polk),Livingston,TX,77351,DIGSA,350,769,2024-02-05
997,Ica - Farmville,Farmville,VA,23901,DIGSA,500,184,2024-02-05
998,Imperial Regional Detention Facility,Calexico,CA,92231,CDF,640,635,2024-04-15
999,JACK HARWELL DETENTION CENTER,WACO,TX,76705,USMS IGA,,0,2021-01-07
1000,JACKSON COUNTY JAIL,EDNA,TX,77957,IGSA,,0,2021-01-07
1001,JACKSON COUNTY JAIL,MEDFORD,OR,97501,USMS IGA,,0,2021-01-07
1002,JACKSON COUNTY JUVENILE,MEDFORD,OR,97501,JUVENILE,,0,2021-01-07
1003,JACKSON MEMORIAL HOSPITAL,MIAMI,FL,33186,HOSPITAL,,0,2021-01-07
1004,JACKSON MS HOLD ROOM,PEARL,MS,39208,HOLD,,0,2021-01-07
1005,JACKSON PARISH CORRECTIONAL CENTER,JONESBORO,LA,71251,IGSA,500,1183,2025-11-10
1006,JACKSONVILLE SUB-OFFICE,JACKSONVILLE,FL,32216,HOLD,,0,2021-01-07
1007,JAMAICA HOSPITAL MED CTR,RICHMOND HILL,NY,11418,HOSPITAL,,0,2021-01-07
1008,JAMES A. MUSICK FACILITY,IRVINE,CA,92618,IGSA,,0,2021-01-07
1009,JAMESON TRANSITIONAL FOSTER CARE,HOUSTON,TX,77058,ORR,,0,2021-01-07
1010,JASPER COUNTY,JOPLIN,MO,64801,JUVENILE,,0,2021-01-07
1011,JEFFERSON COUNTY DETENTION CENTER,BOULDER,MT,59632,USMS IGA,,0,2021-01-07
1012,JEFFERSON COUNTY JAIL,BEAUMONT,TX,77701,IGSA,,0,2021-01-07
1013,JEFFERSON COUNTY JAIL,GOLDEN,CO,80401,IGSA,,0,2021-01-07
1014,JEFFERSON COUNTY JAIL,MOUNT VERNON,IL,62864,IGSA,,0,2021-01-07
1015,JEFFERSON COUNTY JAIL,OSKALOOSA,KS,66066,USMS IGA,,0,2021-01-07
1016,JEFFERSON COUNTY JAIL,RIGBY,ID,83442,IGSA,,8,2025-11-10
1017,JEFFERSON COUNTY JAIL,WATERTOWN,NY,13601,IGSA,,0,2021-01-07
1018,JEFFERSON COUNTY JAIL,WAURIKA,OK,73573,IGSA,,0,2021-01-07
1019,JEFFREY WARDLE YOUTH CENTER,CHEYENNE,WY,82009,JUVENILE,,0,2021-01-07
1020,JENNINGS CITY JAIL,JENNINGS,MO,63136,USMS IGA,,0,2021-01-07
1021,JEROME COUNTY DETENTION CENTER,JEROME,ID,83338,IGSA,,0,2021-01-07
1022,JERSEY CITY MEDICAL CENTER,JERSEY CITY,NJ,7302,HOSPITAL,,0,2021-01-07
1023,JESUP FEDERAL CORRECTIONAL INSTITUTE,JESUP,GA,31545,BOP,,0,2021-01-07
1024,JEWISH CHILD CARE ASSO-BRONX,BRONX,NY,10455,ORR,,13,2021-01-07
1025,JFK INTERNATIONAL AP - T7,JAMAICA,NY,11430,Other,,0,2023-01-09
1026,JOE CORLEY ICE PROCESSING CENTER,CONROE,TX,77301,IGSA,,844,2019-09-30
1027,JOE CORLEY PROCESSING CTR,CONROE,TX,77301,IGSA,,928,2025-11-10
1028,JOHNSON COUNTY CORRECTIONS CENTER,CLEBURNE,TX,76031,IGSA,,28,2021-10-01
1029,JOHNSON COUNTY JAIL,TECUMSEH,NE,68450,IGSA,,0,2021-01-07
1030,JOHNSTON COUNTY DETENTION CENTER,SMITHSFIELD,NC,27577,IGSA,,0,2021-01-07
1031,JOSEPHINE COUNTY JAIL,GRANTS PASS,OR,97526,USMS IGA,,0,2021-01-07
1032,JTF CAMP SIX,FPO,FL,34009,DOD,,18,2025-09-15
1033,JUAB COUNTY JAIL,NEPHI,UT,84648,IGSA,,0,2021-01-07
1034,JUVENILE CENTER,LOS FRESNOS,TX,78566,ORR,,0,2021-01-07
1035,Jackson Parish Correctional Center,Jonesboro,LA,71251,DIGSA,500,909,2024-04-15
1036,Jefferson County Jail,Rigby,ID,83442,IGSA,,2,2024-04-15
1037,Jefferson County Jail***,Rigby,ID,83442,IGSA,,2,2024-04-01
1038,Joe Corley Processing CTR,Conroe,TX,77301,IGSA,,962,2024-02-20
1039,Joe Corley Processing Ctr,Conroe,TX,77301,IGSA,,970,2024-04-15
1040,KALAMAZOO COUNTY,KALAMAZOO,MI,49048,IGSA,,0,2021-01-07
1041,KANDIYOHI CO. JAIL,WILLMAR,MN,56201,IGSA,,102,2024-08-05
1042,KANDIYOHI COUNTY JAIL,WILLMAR,MN,56201,IGSA,,108,2025-11-10
1043,KANKAKEE COUNTY JAIL (JEROME COMBS DET CTR),KANKAKEE,IL,60901,USMS IGA,,35,2022-01-10
1044,KANSAS CITY HOLDROOM,KANSAS CITY,MO,64101,HOLD,,0,2021-01-07
1045,KARNES CO IMMIGRATION PROCESS CTR,KARNES CITY,TX,78118,DIGSA,830,1132,2024-08-05
1046,KARNES COUNTY CIVIL DETENTION CENTER,KARNES CITY,TX,78118,FAMILY,830,0,2021-02-11
1047,KARNES COUNTY CORRECTIONAL CENTER,KARNES CITY,TX,78118,USMS IGA,,2,2025-11-10
1048,KARNES COUNTY IMMIGRATION PROCESSING CENTER,KARNES CITY,TX,78118,DIGSA,928,1179,2025-11-10
1049,KARNES COUNTY IMMIGRATION PROCESSING CENTER1,KARNES CITY,TX,78118,DIGSA,830,682,2023-02-21
1050,KARNES COUNTY RESIDENTIAL CENTER,KARNES CITY,TX,78118,DIGSA,"294.394,904",327,2022-03-07
1051,KARNES COUNTY RESIDENTIAL CENTER2,KARNES CITY,TX,78118,DIGSA,830,393,2022-09-19
1052,KAY CO JUSTICE FACILITY,NEWKIRK,OK,74647,IGSA,,160,2025-11-10
1053,KAY COUNTY JUSTICE FACILITY,NEWKIRK,OK,74647,IGSA,,66,2023-09-18
1054,KEARNY COUNTY JAIL,LAKIN,KS,67860,IGSA,,0,2021-01-07
1055,KEITH COUNTY JAIL,OGALLALA,NE,69153,IGSA,,0,2021-01-07
1056,KENDALL COUNTY JAIL,BOERNE,TX,78006,IGSA,,0,2021-01-07
1057,KENNEBEC COUNTY JAIL,AUGUSTA,ME,4330,IGSA,,0,2021-01-07
1058,KENNESAW CITY JAIL,KENNESAW,GA,30144,IGSA,,0,2021-01-07
1059,KENOSHA COUNTY DETENTION CENTER,KENOSHA,WI,53144,USMS IGA,,0,2021-01-07
1060,KENOSHA COUNTY PRETRIAL FACILITY,KENOSHA,WI,53140,USMS IGA,,0,2021-01-07
1061,KENT COUNTY JAIL,GRAND RAPIDS,MI,49503,IGSA,,0,2021-01-07
1062,KENTON COUNTY JAIL,COVINGTON,KY,41011,IGSA,,7,2025-06-23
1063,KENTON COUNTY JAIL,COVINGTON,KY,41017,USMS IGA,,100,2025-11-10
1064,KEOGH-DWYER CORRECTIONAL FACILITY,NEWTON,NJ,7860,IGSA,,0,2021-01-07
1065,KERN COUNTY JAIL (LERDO),BAKERSFIELD,CA,93308,IGSA,,0,2021-01-07
1066,KERR COUNTY JAIL,KERRVILLE,TX,78028,IGSA,,0,2021-01-07
1067,KERR COUNTY JUVENILE DETENTION CENTER,KERRVILLE,TX,78028,JUVENILE,,0,2021-01-07
1068,KETCHIKAN REGIONAL CC,KETCHIKAN,AK,99901,IGSA,,0,2021-01-07
1069,KIDS PEACE,BETHLEHEM,PA,18015,ORR,,11,2021-01-07
1070,KIDSPEACE FOSTER CARE PROGRAM,BETHLEHEM,PA,18015,ORR,,0,2021-01-07
1071,KIDSPEACE LONG TERM FOSTER CARE,MERRILLVILLE,IN,46410,ORR,,0,2021-01-07
1072,KIDSPEACE LTFC - BALTIMORE,COLUMBIA,MD,21042,ORR,,0,2021-01-07
1073,KIMBALL COUNTY JAIL,KIMBALL,NE,69145,IGSA,,0,2021-01-07
1074,KIMBLE COUNTY JAIL,JUNCTION,TX,76849,IGSA,,0,2021-01-07
1075,KING COUNTY ADULT JAIL,SEATTLE,WA,98104,IGSA,,0,2021-01-07
1076,KINGMAN COUNTY JAIL,KINGMAN,KS,67068,IGSA,,0,2021-01-07
1077,KINGS COUNTY HOSPITAL,BROOKLYN,NY,11203,HOSPITAL,,0,2021-01-07
1078,KINNEY COUNTY DETENTION CENTER,BRACKETTVILLE,TX,78832,IGSA,,0,2021-01-07
1079,KIT CARSON COUNTY,BURLINGTON,CO,80807,IGSA,,0,2021-01-07
1080,KITTITAS COUNTY JAIL,ELLENSBURG,WA,98926,IGSA,,0,2021-01-07
1081,KLAMATH COUNTY JAIL,KLAMATH FALLS,OR,97603,IGSA,,0,2021-01-07
1082,KNOX COUNTY DETENTION FACILITY,KNOXVILLE,TN,37918,USMS IGA,,29,2025-11-10
1083,KNOX COUNTY DETENTION FACILITY,Knoxville,TN,37918,USMS IGA,,2,2023-09-30
1084,KNOXVILLE HOLD ROOM,KNOXVILLE,TN,37920,HOLD,,0,2021-01-07
1085,KODIAK CITY JAIL,KODIAK,AK,99615,IGSA,,0,2021-01-07
1086,KOOTENAI COUNTY,COEUR D'ALENE,ID,83815,IGSA,,0,2021-01-07
1087,KOSSUTH COUNTY JAIL,ALGONA,IA,50511,IGSA,,0,2021-01-07
1088,KROME HOLD ROOM,MIAMI,FL,33194,HOLD,,4,2021-01-07
1089,KROME NORTH SERVICE PROCESSING CENTER,MIAMI,FL,33194,SPC,450,839,2025-11-10
1090,KROME/MIAMI HUB,MIAMI,FL,33299,HOLD,,0,2021-01-07
1091,Kandiyohi County Jail,Willmar,MN,56201,IGSA,,88,2024-04-15
1092,Karnes County Correctional Center,Karnes City,TX,78118,USMS IGA,,1,2024-04-15
1093,Karnes County Immigration Processing Center,Karnes City,TX,78118,DIGSA,830,1215,2024-04-15
1094,Kay Co Justice Facility,Newkirk,OK,74647,IGSA,,90,2024-04-15
1095,Knox County Detention Facility,Knoxville,TN,37918,USMS IGA,,2,2024-04-15
1096,Krome North Service Processing Center,Miami,FL,33194,SPC,450,578,2024-04-15
1097,LA CASA DE SIDNEY,CHATTANOOGA,TN,37404,ORR,,7,2021-01-07
1098,LA PALMA CORRECTION CENTER - APSO,ELOY,AZ,85131,DIGSA,,750,2022-06-13
1099,LA PALMA CORRECTIONAL CENTER,ELOY,AZ,85131,DIGSA,,689,2022-09-19
1100,LA PAZ COUNTY ADULT DETENTION FACILITY,PARKER,AZ,85344,USMS IGA,,1,2025-09-15
1101,LA PLATA COUNTY JAIL,DURANGO,CO,81303,USMS IGA,,0,2021-01-07
1102,LA QUINTA INN BY WYNDHAM SNA,SAN ANTONIO,TX,78223,Other,,0,2021-10-28
1103,LA QUINTA WYNDHAM CASA DO SONHO,COTULLA,TX,78014,FAMILY STAGING,,70,2022-01-10
1104,LA QUINTA-WYNDHAM-CASA DE PAZ,PEARSALL,TX,78061,FAMILY STAGING,,51,2021-11-30
1105,LA SALLE COUNTY REGIONAL DETENTION CENTER,ENCINAL,TX,78019,USMS IGA,,286,2025-11-10
1106,"LA TUNA FEDERAL SATELLITE, LOW",ANTHONY,TX,79821,BOP,,0,2021-01-07
1107,LACKAWANNA COUNTY JAIL,SCRANTON,PA,18509,USMS IGA,,0,2021-01-07
1108,LACKLAND AIRFORCE BASE,SAN ANTONIO,TX,78236,ORR,,0,2021-01-07
1109,LAFAYETTE PARISH CORRECTIONAL CENTER,LAFAYETTE,LA,70502,IGSA,,0,2021-01-07
1110,LAFAYETTE SHERIFFS LOCK,HARTFORD,CT,6106,HOLD,,0,2021-01-07
1111,LAKE COUNTY JAIL,BALDWIN,MI,49304,IGSA,,0,2021-01-07
1112,LAKE COUNTY JAIL,LEADVILLE,CO,80461,IGSA,,0,2021-01-07
1113,LAKE COUNTY JAIL,POLSON,MT,59860,IGSA,,0,2021-01-07
1114,LAKE COUNTY JAIL,TAVARES,FL,32778,IGSA,,2,2025-11-10
1115,LAKE OF THE WOODS COUNTY JAIL,BAUDETTE,MN,56623,IGSA,,0,2021-01-07
1116,LAKELAND NURSING HOME,PINEVILLE,LA,71360,HOSPITAL,,0,2021-01-07
1117,LAKESIDE - ENGLEWOOD,CHICAGO,IL,60621,ORR,,0,2021-01-07
1118,LAKESIDE - WASHINGTON PARK,CHICAGO,IL,60637,ORR,,0,2021-01-07
1119,LAKESIDE MEDICAL CENTER,BELLE GLADE,FL,33430,HOSPITAL,,0,2021-01-07
1120,LANCASTER COUNTY JAIL,LINCOLN,NE,68508,IGSA,,0,2021-01-07
1121,LANE COUNTY JAIL,EUGENE,OR,97401,IGSA,,0,2021-01-07
1122,LAPEER COUNTY,LAPEER,MI,48446,IGSA,,0,2021-01-07
1123,LARAMIE COUNTY JAIL,CHEYENNE,WY,82001,USMS IGA,,5,2025-11-10
1124,LAREDO DETENTION CENTER HOLD ROOM,LAREDO,TX,78041,HOLD,,0,2021-01-07
1125,LAREDO PROCESSING CENTER,LAREDO,TX,78041,DIGSA,,351,2025-11-10
1126,LARIMER COUNTY JAIL,FORT COLLINS,CO,80525,USMS IGA,,0,2021-01-07
1127,LARKIN BEHAVIORAL HEALTH SVCS,HOLLYWOOD,FL,33021,HOSPITAL,,6,2021-01-07
1128,LARKIN HOSPITAL,SOUTH MIAMI,FL,33143,HOSPITAL,,3,2021-01-07
1129,LAS ANIMAS COUNTY JAIL,TRINIDAD,CO,81082,IGSA,,0,2021-01-07
1130,LAS COLINAS WOMEN'S DETENTION FACILITY,SANTEE,CA,92071,IGSA,,0,2021-01-07
1131,LAS VEGAS CITY JAIL,LAS VEGAS,NV,89101,IGSA,,0,2021-01-07
1132,LAS VEGAS HOLD ROOM,LAS VEGAS,NV,89120,HOLD,,0,2021-01-07
1133,LASALLE CORR CTR OLLA,OLLA,LA,71465,IGSA,,0,2021-12-13
